"doi","abstract","title","journal","description","cover_date","first_name","last_name","date","year"
"10.1016/0004-3702(90)90099-L","reasoning shapes interaction important unsolved problem artificial intelligence paper present theory qualitative reasoning kinematic interactions fixedaxis mechanisms key idea approach mechanism represented set parts pairwise interactions using symbolic representations kinematic pairs basis reasoning bypasses difficult problem finding symbolic shape representation powerful enough inferring kinematic properties introduce qualitative representation kinematic function pairs parts called place vocabulary show can serve spatial substrate envisionments causal explanations composition place vocabularies complex mechanisms mechanical clocks can analyzed ","Qualitative kinematics in mechanisms","Artificial Intelligence","Article",1990-01-01,"Boi","Faltings",1990,"1990"
"10.1016/0004-3702(94)00011-O","learning methods based dynamic programming dp receiving increasing attention artificial intelligence researchers argued dp provides appropriate basis compiling planning results reactive strategies realtime control well learning strategies system controlled incompletely known introduce algorithm based dp call realtime dp rtdp embedded system can improve performance experience rtdp generalizes korfs learningrealtimea algorithm problems involving uncertainty invoke results theory asynchronous dp prove rtdp achieves optimal behavior several different classes problems also use theory asynchronous dp illuminate aspects dpbased reinforcement learning methods watkins qlearning algorithm secondary aim article provide bridge ai research realtime planning learning relevant concepts algorithms control theory elsevier science bv rights reserved","Learning to act using real-time dynamic programming","Artificial Intelligence","Article",1995-01-01,"Andrew","Barto",1995,"1995"
"10.1016/0004-3702(94)00054-5","recent research artificial intelligence developed computational theories agents involvements environments although inspired great diversity formalisms architectures research projects unified common concern using principled characterizations agents interactions environments guide analysis living agents design artificial ones article offers conceptual framework theories surveys several fields research hold potential dialogue new computational projects summarizes principal contributions articles special double volume also briefly describes case study ideasa computer program called toast acts shortorder breakfast cook designers discovered useful structures world inhabits toast can employ extremely simple mechanism decide next elsevier science bv rights reserved","Computational research on interaction and agency","Artificial Intelligence","Article",1995-01-01,"Philip","Agre",1995,"1995"
"10.1016/0004-3702(95)00074-7"," reviewers creative mind henceforth tcm raised host interesting points fall seven groups definition creativity distinction hcreativity pcreativity role social context role evaluation four lovelace questions specific computational mechanisms used modelling creativity aimodels aids creativity treatment music tcm shall group replies accordingly ","Modelling creativity: reply to reviewers","Artificial Intelligence","Article",1995-01-01,"Margaret","Boden",1995,"1995"
"10.1016/0016-3287(84)90007-7","progress artificial intelligence ai expected variety areas next decade article discusses amongst others robotics lowlevel vision natural language processing knowledgebased expert systems uses education science technology closely critically monitored ignorance sensationalism sometimes attends notion ai ","Impacts of artificial intelligence","Futures","Article",1984-01-01,"Margaret","Boden",1984,"1984"
"10.1016/0146-6402(89)90015-5"," date one study bouton et al aims specifically developing measure assessing personal concern acquiring aids present study argued suitability andor validity bouton et al fear aids scale seriously questioned conceptual psychometric grounds addition published studies dimensionality aids fear examined present investigation carried examine whether fear aids can shown emerge consistent fear composite factor analysis specific aidsrelated fears whether can distinguished bloodinjury fears latter established complex possesses crosssample crossnational invariance qualities dimensional structure item fear aids schedule acronym faidss used describing explored sample american students principal components analysis varimax rotation revealed two separate related internally consistent replicable dimensions aids fear fear aids contraction associated risky sexual behavior fear psychological somatic consequences caught disease ii fear exposure aids virus associated viruses interpersonal necessarily sexual contact members risk groups b subjection medical procedures components shown invariant across sex analyses pointed possibility using general ie overall measure aids fear next factoriallyderived subscales basis patterns correlations fear aids constructs conventional fear survey scheduleiii background factors sex age ethnicityrace students major college religious preference concluded unjustified overgeneralizations misleading undergeneralizations avoided researcherclinician use subscales general scale conjointly evidence favor discriminant validity fear aids constructs relation bloodinjury fears obtained implications recommendations study given ","Fear of aids: Are there replicable, invariant questionnaire dimensions?","Advances in Behaviour Research and Therapy","Article",1989-01-01,"W","Ross",1989,"1989"
"10.1016/0167-6393(90)90041-7"," vowel subcomponent speakerindependent phoneme classification system will described architecture vowel classifier based ear model followed set multilayered neural networks mlnn mlnns trained learn recognize articulatory features like place articulation manner articulation related tongue position experiments performed english vowels showing recognition rate higher new speakers features used recognition comparable results obtained vowels diphthongs used training pronounced new speakers suggests mlnns suitably fed data computed ear model good generalization capabilities new speakers new sounds ","Phonetically-based multi-layered neural networks for vowel classification","Speech Communication","Article",1990-01-01,"Yoshua","Bengio",1990,"1990"
"10.1016/0167-8191(85)90009-2"," parallel approaches ai divided three broad categories though boundaries often fuzzy general programming approach applications parallelism processing specialized programming languages massively parallel active memory systems general programming approach attempts detect exploit opportunities concurrent execution may exist freeform heuristic ai programs written general purpose language lisp specialized programming language approach requires programmer write code language may fully general turingequivalent imposes constraints programmers style active memory approach attempts apply massive amounts parallelism group closelyrelated problems occupy central position ai systems","PARALLEL PROCESSING IN ARTIFICIAL INTELLIGENCE.","Parallel Computing","Conference Paper",1985-01-01,"Scott","Fahlman",1985,"1985"
"10.1016/0263-2373(88)90018-7","neural computing everyones lips major manufacturers world busy announcing planning enter field greeted considerable rise share values several machines already appeared market sales brochures suggest offer radical improvement intelligence conventional artificial intelligence programs although much pure hype argue article much technological benefit derived technique extent will overthrow know computing rather will work handinhand conventional methods produce improvement usability computers ","Neural computing: Hype or reality?","European Management Journal","Article",1988-01-01,"Igor","Aleksander",1988,"1988"
"10.1016/0277-9536(88)90360-7","knowledge attitudes toward aids assessed random sample individuals aged states territories australia lower knowledge aids likely separated divorced widowed older personally concerned aids differences knowledge aids across states sexes individuals lower knowledge aids greater fear homosexuals unrealistic concerns aids blamed infected afraid unknown aspects aids conservative individuals used intravenous drugs ever past year significantly lower knowledge aids risk behaviours significant differences individuals personally knew homosexual people higher knowledge aids data indicate determinants knowledge aids related strongly attitudinal variables demographic ones differences knowledge across practising risk behaviours compared general population exception intravenous drug users ","Distribution of knowledge of AIDS: A national study","Social Science and Medicine","Article",1988-01-01,"W","Ross",1988,"1988"
"10.1016/0277-9536(94)90403-0"," study based sample individuals aged years six west african cities undertaken purpose determining crosscultural consistency replicability fears aids factor analysis data obtained confirmed similar factor structure reported australia implications prevention hiv transmission nigeria west african countries discussed findings showed fear aids scale faidss reliable index fear aids readily scaleable implications health education considered ","Fears of aids in Nigerian students: Dimensions of the Fear of Aids Scale (FAIDSS) in West Africa","Social Science and Medicine","Article",1994-01-01,"W","Ross",1994,"1994"
"10.1016/0376-8716(92)90038-E","attitudes toward injecting drug users assessed using item questionnaire administered workers drug alcohol research unit aids treatment facility factor analysis revealed three interpretable dimensions intravenous drug use matter public concern personal inadequacy intravenous drug users criminals removed society social avoidance personal distaste intravenous drug users scale subscales good testretest reliability internal consistency potential use measure attitudes toward injecting drug users treatment research aids research discussed ","Mad, bad and dangerous to know: dimensions and measurement of attitudes toward injecting drug users","Drug and Alcohol Dependence","Article",1992-01-01,"W","Ross",1992,"1992"
"10.1016/0738-3991(88)90073-0"," review counselling issues aidsrelated syndromes presented using risk continuum model psychological issues differentiating high risk low risk behavior outlined differentiation risk behaviour held clearly identify differing psychological reactions diagnosis hiv infection psychological concomitants aids arc hiv asymptomatic infection together organic mental syndrome complications summarised appropriate response noted special concerns affecting individuals participants high risk activity aidsrelated anxiety aids phobias hiv antibody positive addressed ","Psychological issues in AIDS-related syndromes","Patient Education and Counseling","Review",1988-01-01,"W","Ross",1988,"1988"
"10.1016/0893-6080(88)90242-0","although neural net models show promise areas traditional ai approaches falter pattern recognition pattern completion content addressable memory success constrained slow learning rates difficulty physical implementation learning strategies errorbackpropagation also implausible biological models probabilistic logic neuron pln represents attempt address issues retaining emergent properties traditional connectionist models implemented variable logic device consequences can perform boolean function inputs use nets allows drastic reduction quantity specificity connection requirements","Learning algorithms for probabilistic neural nets","Neural Networks","Article",1988-01-01,"Igor","Aleksander",1988,"1988"
"10.1016/B978-0-12-815367-3.00004-9"," elsevier inc rights reservedpeoples roles cars will evolve driver passenger consumers turn increasingly autonomous vehicles avs technology will become common new automobiles next years avs gain rapid acceptance adoption across broad consumer market understanding users will respond technology experience nondriving passengers becomes important examine chapter frames discussion understanding might cause negatively stressful experiences lead aggressive behaviors users autonomous car environment artificial intelligence control vehicle adopting view based territoriality via lens attachment theory work exploration emerging design concepts autonomous cars extension home living workspace related idea spaces perceived users primary territory weighted emotional attachment happens territorial borders invaded territorial defenses piqued","Kill switch: The evolution of road rage in an increasingly AI car culture","Living with Robots: Emerging Issues on the Psychological and Social Implications of Robotics","Book Chapter",2020-01-01,"Julie","Carpenter",2020,"2020"
"10.1016/B978-0-934613-64-4.50047-5"," proceedings th international conference machine learning icml rights reservedthis paper shows take virtually learning algorithm turn one accurate reliable arbitrary degree transformation accomplished appending filter performs statistical test learning algorithm filter outputs hypotheses pass test test takes time polynomial desired accuracy reliability levels independent learning algorithm complexity domain distributionfree statistical theory used prove filter works describe application filter concept learning se system learns control knowledge clustering data significance hypothesis filtering two fold first filters may used evaluate compare performance wide range learning algorithms second applying hypothesis filtering inductive learning algorithms demonstrates algorithms can made arbitrarily reliable provably ","Hypothesis Filtering: A Practical Approach to Reliable Learning","Proceedings of the 5th International Conference on Machine Learning, ICML 1988","Conference Paper",1988-01-01,"Oren","Etzioni",1988,"1988"
"10.1016/B978-1-4832-1447-4.50070-5"," morgan kaufmann publishers inc published elsevier inc rights reservedcausality plays important role human thinking yet far complete account causal reasoning paper presents analysis causal reasoning changes quantities abstract ai theories qualitative physics three dimensions along causal reasoning quantities may decomposed use framework make psychological predictions","Causal reasoning about quantities","Readings in Qualitative Reasoning About Physical Systems","Book Chapter",2013-09-17,"Ken","Forbus",2013,"2013"
"10.1016/B978-1-55860-141-3.50019-5"," proceedings th international conference machine learning icml rights reservedthis paper introduces new programming methodology called genetic programming application genetic algorithm evolution signs weights fully self connected neural network modules perform time independent function eg walking oscillating etc optimal manner genetically programmed neural net gennet modules two types functional control series functional gennets can evolved weights frozen control gennets evolved whose outputs inputs functional gennets size timing control signals evolved combination control functional gennets performs desired combination can frozen used module complex structure procedure can repeated indefinitely thus allowing construction hierarchical neural networks genetic programming recently proven successful building artificial nervous systems becomes real possibility paper illustrates conceptual simplicity power genetic programming showing gennet can evolved teaches pair stick legs walk followed description work progress next major phase genetic programming research namely building artificial nervous systems brain building tools will needed evolve called darwin machines","Building Artificial Nervous Systems Using Genetically Programmed Neural Network Modules","Proceedings of the 7th International Conference on Machine Learning, ICML 1990","Conference Paper",1990-01-01,"Hugo de","Garis",1990,"1990"
"10.1016/B978-1-55860-247-2.50022-X"," proceedings th international workshop machine learning icml rights reservedbased simple asymptotic analysis paper presents two observations regarding stateoftheart speedup learning first reducing match cost control rules polynomial even linear function rule length guarantee polynomialtime problem solving speedup matter hence elimination expensive control rules guaranteed solve utility problem second augmenting problem solvers operator set macrooperators can increase branching factor problem solvers search overhead increase even occurs vanishingly small fraction problems encountered dominates search reduction remaining problems thus acquiring macrooperators guaranteed slow problem solver limit unless macros modify topology search space sufficient searchdepth reduction accompanies branchingfactor increase everywhere","An Asymptotic Analysis of Speedup Learning","Proceedings of the 9th International Workshop on Machine Learning, ICML 1992","Conference Paper",1992-01-01,"Oren","Etzioni",1992,"1992"
"10.1016/B978-1-55860-247-2.50023-1"," proceedings th international workshop machine learning icml rights reservedthere many different ways prove training example subsumed target concept proof gives rise different sufficient condition concept considerably general others since ebl merely computes weakest precondition particular proof means guaranteed find sufficient condition maximally general practice ebl frequently derives overlyspecific control knowledge retaining extraneous features training examples paper formally define notion maximally general sufficient condition identify common pitfalls prevent ebl deriving conditions critique array heuristic mechanisms used improve ebls generalizations prodigy system including logical simplification abstraction static analysis finally advocate design domainindependent metalevel theories direction future work","Why EBL Produces Overly-Specific Knowledge: A Critique of the PRODIGY Approaches","Proceedings of the 9th International Workshop on Machine Learning, ICML 1992","Conference Paper",1992-01-01,"Oren","Etzioni",1992,"1992"
"10.1016/B978-1-55860-247-2.50052-8"," proceedings th international workshop machine learning icml rights reservedmost explanationbased learning ebl systems construct explanations directly translating trace problem solvers search training problems proofs approach makes proof derivation tractable can focus ebl incidental aspects training problems yielding overlyspecific control knowledge previous work described extreme static system generates general control knowledge statically analyzing problemspace definitions however since static utilize training problems number ofpotential disadvantages compared ebl paper advocates intermediate approach training problems pinpoint learning opportunities determine ebls explanations based design principle developed dynamic module learns control rules prodigy problem solver dynamic choosing explain explain independent dynamic utilizes analysis algorithms introduced static relies training problems achieve distributionsensitivity ebl highly skewed problem distribution dynamic almost four times effective static speeding prodigy tested prodigyebls benchmark problem spaces dynamic ran considerably faster prodigyebl produced control rules close three times effective addition dynamic required fraction training problems used prodigyebl","DYNAMIC: A new role for training problems in EBL","Proceedings of the 9th International Workshop on Machine Learning, ICML 1992","Conference Paper",1992-01-01,"Oren","Etzioni",1992,"1992"
"10.1016/j.acra.2019.12.012"," association university radiologistsrationale objectives federal legislation requires patient notification dense mammographic breast tissue increased density marker breast cancer risk can limit sensitivity mammography previously described clinically implemented deep learning model academic breast imaging practice model developed high clinical acceptance objective externally validate deep learning model radiologist breast density assessments community breast imaging practice materials methods deep learning model implemented dedicated breast imaging practice staffed academic community breast imaging radiologists october deep learning model assessment mammographic breast density presented radiologist routine clinical practice time mammogram interpretation identified consecutive screening mammograms implementation deep learning model radiologist agreement models assessment measured compared across radiologist groups results academic community radiologists high clinical acceptance deep learning models density prediction academic community acceptance dense versus nondense categories p proportion mammograms assessed dense radiologists decreased deep learning model implementation deep learning model implementation p conclusion deep learning model high clinical acceptance rate among academic community radiologists reduced proportion mammograms assessed dense important step validating deep learning model prior potential widespread implementation","External Validation of a Deep Learning Model for Predicting Mammographic Breast Density in Routine Clinical Practice","Academic Radiology","Article",2021-04-01,"Regina","Barzilay",2021,"2021"
"10.1016/j.aej.2022.05.029"," increased popularity social media platforms people increasingly depending news updates even official media channels post news social media platforms twitter facebook however vast amount usergenerated content credibility shared information must verified process performed automatically efficiently accommodate huge rate generated posts current technology provides powerful methods tools solve issue rumor spreading social networks study aim investigate use stateoftheart machine learning deep learning models detect rumors collection arabic tweets using arcovrumors dataset comprehensive comparison performance models conducted deep learning experiments performances seven optimizers compared results demonstrated using oversampled data enhance classical deep learning models contrast using stacking classifiers increased predictive models performance result model became logical realistic predicting rumors nonrumors classes using classical machine learning without stacking technique additionally long shortterm memory lstm bidirectionallstm bilstm root mean square propagation rmsprop optimizer obtained best results finally results analyzed explain interpret low performance","Arabic rumor detection: A comparative study","Alexandria Engineering Journal","Article",2022-12-01,"Fatmah","Baothman",2022,"2022"
"10.1016/j.apsusc.2021.149059"," elsevier bvwe addressed issue improper unreliable analysis materials characterization data developing artificial intelligence based methodology can reliably efficiently analyze experimental results extended xray absorption fine structure exafs measurements methods help address growing reproducibility problems slowing research progress discouraging quest research excellence inhibiting effective technology transfer manufacturing innovation developed machine learning system automated analysis exafs spectroscopy measurements demonstrated effectiveness measurements collected powerful third generation synchrotron radiation facilities specifically system uses genetic algorithm efficiently find sets structural parameters lead high quality fits experimental spectra human analyst suggests set chemical compounds potentially present sample used theoretical standards algorithm searches large multidimensional space combinations materials determine set structural paths using theoretical standards best reproduces experimental data algorithm calculates goodness fit value suggested standards can used identify chemical moieties present measured sample","Analysis of extended X-ray absorption fine structure (EXAFS) data using artificial intelligence techniques","Applied Surface Science","Article",2021-05-01,"Shlomo","Argamon",2021,"2021"
"10.1016/j.artint.2007.10.011"," analysis ray kurzweils recent book singularity near given along drew mcdermotts recent critique conclusion kurzweil excellent job fleshing one particular plausible scenario regarding future ai humanlevel ai first arrives via humanbrain emulation mcdermotts arguments notion singularity via iteratively selfimproving ai described kurzweil considered found wanting however pointed scenario focused kurzweil plausible one alternative discussed humanlevel ai arrives first via nonhumanlike ais operating virtual worlds elsevier bv rights reserved","Human-level artificial general intelligence and the possibility of a technological singularity. A reaction to Ray Kurzweil's The Singularity Is Near, and McDermott's critique of Kurzweil","Artificial Intelligence","Article",2007-12-01,"Ben","Goertzel",2007,"2007"
"10.1016/j.artint.2010.04.024","unsupervised information extraction uie task extracting knowledge text without use handlabeled training examples uie systems require human intervention can recursively discover new relations attributes instances scalable manner applied massive corpora web uie systems present approach primary challenge artificial intelligence automatic accumulation massive bodies knowledge fundamental problem uie system assessing probability extracted information correct massive corpora web extraction found repeatedly different documents redundancy impact probability correctness present combinatorial ballsandurns model called urns computes impact sample size redundancy corroboration multiple distinct extraction rules probability extraction correct describe methods estimating urnss parameters practice demonstrate experimentally uie models log likelihoods times better average obtained methods used previous work illustrate generality redundancy model detailing multiple applications beyond uie urns effective also provide theoretical foundation urnss performance including theorem showing pac learnability urns guaranteed without handlabeled data certain assumptions elsevier bv rights reserved","Analysis of a probabilistic model of redundancy in unsupervised information extraction","Artificial Intelligence","Article",2010-01-01,"Oren","Etzioni",2010,"2010"
"10.1016/j.caeai.2021.100012"," authorsthis study aimed developing instructional tool artificial intelligence education young students used learning analytics identify sequential learning behavioral patterns students process learning instructional tool instructional experiment took weeks first stage course weeks spent individual learning mit app inventor personal image classifier second stage weeks spent cooperative learning make robot car play computational thinking board game second stage students worked pairs make robot car finally played computational thinking board game personal image classification application developed first stage robot car made second stage innovative studies found meaningful behavioral patterns young students learned application artificial intelligence instructional tool developed proposed study","Behavioral-pattern exploration and development of an instructional tool for young children to learn AI","Computers and Education: Artificial Intelligence","Article",2021-01-01,"Hal","Abelson",2021,"2021"
"10.1016/j.cageo.2016.12.013"," elsevier ltdfast effective oil spill detection systems crucial ensure proper response environmental emergencies caused hydrocarbon pollution oceans surface typically systems uncover oil spills also high number lookalikes feature extraction critical computationally intensive phase detected dark spot independently examined traditionally detection systems use arbitrary set features discriminate oil spills lookalikes phenomena however feature selection fs methods based machine learning ml proved useful real domains enhancing generalization capabilities classifiers discarding existing irrelevant features work present generic systematic approach based fs methods choosing concise relevant set features improve oil spill detection systems compared five fs methods correlationbased feature selection cfs consistencybased filter information gain relieff recursive feature elimination support vector machine svmrfe applied input vector composed features collection outstanding studies selected features validated via support vector machine svm classifier results compared previous works test experiments revealed classifier trained input feature vector proposed svmrfe achieved best accuracy cohens kappa coefficient respectively smaller feature combination similar even better classification accuracy previous works presented finding allows speed feature extraction phase without reducing classifier accuracy experiments also confirmed significance geometrical features since different features selected applied fs methods well proposed input feature vector belong category","On the use of feature selection to improve the detection of sea oil spills in SAR images","Computers and Geosciences","Article",2017-03-01,"Amparo Alonso","Betanzos",2017,"2017"
"10.1016/j.cell.2020.01.021"," elsevier incdue rapid emergence antibioticresistant bacteria growing need discover new antibiotics address challenge trained deep neural network capable predicting molecules antibacterial activity performed predictions multiple chemical libraries discovered molecule drug repurposing hub—halicin— structurally divergent conventional antibiotics displays bactericidal activity wide phylogenetic spectrum pathogens including mycobacterium tuberculosis carbapenemresistant enterobacteriaceae halicin also effectively treated clostridioides difficile panresistant acinetobacter baumannii infections murine models additionally discrete set empirically tested predictions million molecules curated zinc database model identified eight antibacterial compounds structurally distant known antibiotics work highlights utility deep learning approaches expand antibiotic arsenal discovery structurally distinct antibacterial molecules trained deep neural network predicts antibiotic activity molecules structurally different known antibiotics among halicin exhibits efficacy broadspectrum bacterial infections mice","A Deep Learning Approach to Antibiotic Discovery","Cell","Article",2020-02-20,"Regina","Barzilay",2020,"2020"
"10.1016/j.cell.2020.04.001"," elsevier inccell –e–e february paper reported use machine learning approach discover new antibacterial molecules since publication become aware following errors paper now correcting structure zinc shown graphical abstract figure d mistakenly displayed carbonyl carbon making five bonds redrawn molecules display correct structures figure sa accompanying legend concentrations halicin used µgml x mic µgml x mic µgml µgml figure sk x axis labels range accordance axis tick marks table sb brdk brdk brdk brda listed unavailable empirical validation however four molecules available testing brdk brda brdm brda resulted transposition error converting original training data file table sb spreadsheet transposition error present model training “initial model training identification halicin” section results halicin prediction ranks noted parentheses read “positions ranging ” rather “positions raging ” “bacterial cell killing assays” subsection star methods m tuberculosis strain used hrv “mrv” “mutant generation” section unfsakan mistakenly written “unsfakan” section title “baumannii mouse infection model” “ baumannii mouse infection model” brought attention su renamed halicin reported active compound unpublished screen deposited pubchem growth inhibition m tuberculosis following sentence added last paragraph results section “halicin broadspectrum bactericidal antibiotic” acknowledge “ molecule named halicin reported growth inhibitory activity m tuberculosis highthroughput screening setting unpublished data pubchem aid ” preparing final version manuscript inadvertently misspelled last name author zohar bloomackermann ‘‘zohar bloomackerman” errors now corrected online version paper apologize inconvenience may caused readers figure presented figure presented figure presented figure presented figure presented figure presented figure presented figure presented","Erratum: A Deep Learning Approach to Antibiotic Discovery (Cell (2020) 180(4) (688–702.e13), (S0092867420301021), (10.1016/j.cell.2020.01.021))","Cell","Erratum",2020-04-16,"Regina","Barzilay",2020,"2020"
"10.1016/j.cognition.2015.05.027"," elsevier bvone striking features childrens early multiword speech tendency produce nonfinite verb forms contexts finite verb form required optional infinitive oi errors wexler mosaic computational model language learning simulates developmental changes rate oi errors across several different languages learning compound finite constructions right edge utterance freudenthal pine aguadoorea gobet freudenthal pine gobet however mosaic currently simulates pattern oi errors declaratives important differences crosslinguistic patterning oi errors declaratives wh questions present study describe new version mosaic learns right left edges utterance simulations demonstrate new version model able capture crosslinguistic patterning oi errors declaratives english dutch german spanish learning declarative input crosslinguistic patterning oi errors wh questions english german spanish learning interrogative input results show mosaic able provide integrated account crosslinguistic patterning oi errors declaratives wh questions provide support view instantiated mosaic oi errors compoundfinite utterances missing modals auxiliaries","Simulating the cross-linguistic pattern of Optional Infinitive errors in children's declaratives and Wh- questions","Cognition","Article",2015-10-01,"Fernand","Gobet",2015,"2015"
"10.1016/j.cogsys.2004.09.003"," recent years several authors investigated cooccurrence statistics natural language can act cue children may use extract syntactic categories language learning authors reported encouraging results difficult evaluate quality syntactic categories derived argued paper traditional measures accuracy inherently flawed valid evaluation metric needs consider wellformedness utterances generated production end paper attempts evaluate quality categories derived cooccurrence statistics use mosaic computational model syntax acquisition already used simulate several phenomena child language shown derived syntactic categories may appear high quality quickly give rise errors typical child speech solution problem suggested form chunking mechanism serves differentiate alternative grammatical functions identical word forms results evaluated terms error rates utterances produced system well quantitative fit phenomenon subject omission elsevier bv rights reserved","On the resolution of ambiguities in the extraction of syntactic categories through chunking","Cognitive Systems Research","Article",2005-01-01,"Fernand","Gobet",2005,"2005"
"10.1016/j.compbiomed.2022.105471","background anterior segment optical coherence tomography asoct constitutes important imaging modality examine anterior eye commonly used research clinical practice since introduction range image analysis methods developed quantify images using different analysis techniques various applications systematic review aims provide indepth summary classify image analysis techniques found literature applied asoct images methods scopus engineering village databases searched retrieve relevant studies including january customized search statements used along cross reference hand search techniques ensure complete coverage performance metrics extracted analyzed compared possible results three main application categories identified glaucoma assessment corneal segmentation anterior segment biometry three categories constitute total studies reported review studies also analyzed year publication since deep learning methods favored traditional programming machine learning methodologies overall asoct image analysis field less developed compared posterior segment oct imaging conclusion review presents state art field asoct image analysis highlights opportunities future areas research expansion dl methods extension specific clinical areas received limited attention including surgical monitoring contact lenses specific clinical conditions keratoconus corneal lesions","Anterior segment optical coherence tomography (AS-OCT) image analysis methods and applications: A systematic review","Computers in Biology and Medicine","Review",2022-07-01,"Michael","Collins",2022,"2022"
"10.1016/j.compbiomed.2022.106342"," elsevier ltdanterior segment optical coherence tomography asoct fundamental ophthalmic imaging technique asoct images can examined experts segmented provide quantitative metrics inform clinical decision making manual segmentation images timeconsuming subjective encouraging software developers field automate segmentation procedures traditional programing segmentation approaches replaced deep learning methods shown stateoftheart performance asoct image analysis study method based patchbased convolutional neural networks cnn used segment three main boundaries cornea epithelium bowmans layer endothelium assess effect number classes performance model designed patchbased boundary classifier using classes effect image quality also assessed using different data distributions training process dice coefficient probability revealed greater precision class models boundary error metric indicated comparable performance additionally class models image quality test small negative effect performance may indication robustness model also suggest data augmentation methods show significant improvement findings contribute development automatic segmentation techniques asoct images since patchbased methods largely unexplored favor deep learning techniques overall performance proposed method comparable wellestablished segmentation methods","Patch-based CNN for corneal segmentation of AS-OCT images: Effect of the number of classes and image quality upon performance","Computers in Biology and Medicine","Article",2023-01-01,"Michael","Collins",2023,"2023"
"10.1016/j.drugalcdep.2021.108986"," authorsbackground covid pandemic disrupted access treatment substance use disorders suds alcohol cannabis retail sales increased pandemic tested tailored digital health solution woebotsuds wsuds reducing substance misuse methods randomized controlled trial compared wsuds weeks waitlist control us adults n screened positive substance misuse cageaid enrolled june–august primary outcome change pastmonth substance use occasions baseline endoftreatment eot study retention general linear models tested group differences baselinetoeot change scores adjusting baseline differences attrition results baseline sample age m sd female nonhispanic white averaged sd substance occasions past month reported alcohol problems cannabis multiple substances reported moderatetosevere depressive symptoms treatment participants averaged inapp text messages sd median completed lessons rated positively recommend wsuds relative waitlist wsuds participants significantly reduced pastmonth substance use occasions m se vs m se p secondary substance use mood outcomes change significantly group however reductions substance use occasions correlated significantly increased confidence fewer substance use problems cravings depression anxiety symptoms pandemicrelated mental health effects pvalue conclusions wsuds associated significant reductions substance use occasions reduction substance use occasions associated better outcomes including improved mental health wsuds satisfaction high","A randomized controlled trial of a therapeutic relational agent for reducing substance misuse during the COVID-19 pandemic","Drug and Alcohol Dependence","Article",2021-10-01,"Alison","Darcy",2021,"2021"
"10.1016/j.eswa.2020.114101"," elsevier ltdthe current paper investigates problem multimodal named entity recognition twitter data named entity recognition ner important task natural language processing carefully studied recent decades ner tweets particularly challenging tweets limited length contains noisy text contains hashtags moreover often tweets associated images hyperlinks existing works tweetner mostly concentrate multimodal deep learning based models neglecting use handcrafted features usage hyperlinks current paper investigates incorporation handcrafted features extracted different modalities like images hyperlinks extracting named entities tweettext large set handcrafted features extracted different modalities images hyperlinks added features extracted hybrid deepneural model bidirectional lstm cnn followed conditional random field perform task several variants models association different handcrafted feature sets designed extensive experimentations multimodal twitter data containing text images urls illustrate character level handcrafted features significantly improve performance systems part paper results proposed models also shown standard ner dataset conll dataset","Why pay more? A simple and efficient named entity recognition system for tweets","Expert Systems with Applications","Article",2021-04-01,"Pushpak","Bhattacharyya",2021,"2021"
"10.1016/j.ijhcs.2023.103003"," authorstype diabetes td selfmanagement requires hundreds daily decisions diabetes technologies use machine learning significant potential simplify process provide better decision support often rely cumbersome data logging cognitively demanding reflection collected data set use codesign identify opportunities machine learning support diabetes selfmanagement everyday settings however nine months interviews design workshops people td reassess assumptions user needs participants reported confidence personal knowledge rejected machine learning based decision support coping routine situations highlighted need technological support context unfamiliar unexpected situations holidays illness etc however situations prior data often lacking drawing datadriven conclusions challenging reflecting challenge provide suggestions machine learning artificial intelligence approaches eg expert systems enable decisionmaking support routine unexpected situations","Co-designing opportunities for Human-Centred Machine Learning in supporting Type 1 diabetes decision-making","International Journal of Human Computer Studies","Article",2023-05-01,"Peter","Flach",2023,"2023"
"10.1016/j.inffus.2018.11.008"," elsevier bvensemble learning prolific field machine learning since based assumption combining output multiple models better using single model usually provides good results normally commonly employed classification can used improve disciplines feature selection feature selection consists selecting relevant features problem discard irrelevant redundant main goal improving classification accuracy work provide reader basic concepts necessary build ensemble feature selection well reviewing uptodate advances commenting future trends still faced","Ensembles for feature selection: A review and future trends","Information Fusion","Article",2019-12-01,"Amparo Alonso","Betanzos",2019,"2019"
"10.1016/j.jal.2008.09.001"," paper sustained argument view logicbased ai become selfcontained field entirely divorced paradigms currently still included ai umbrellaparadigms connectionism continuous systems approach paper includes selfcontained summary logicbased ai well rebuttals number objections will inevitably brought declaration independence herein expressed elsevier bv rights reserved","The logicist manifesto: At long last let logic-based artificial intelligence become a field unto itself","Journal of Applied Logic","Article",2008-12-01,"Selmer","Bringsjord",2008,"2008"
